id,male,age,inc,time,pri_nee_gen_1,pri_nee_gen_2,pri_nee_gen_3,pri_nee_gen_4,pri_nee_soc_1,pri_nee_soc_2,pri_nee_soc_3,pri_nee_soc_4,pri_nee_soc_5,pri_nee_soc_6,pri_nee_soc_7,pri_nee_soc_8,pri_nee_soc_9,pri_nee_int_1,pri_nee_int_2,pri_nee_int_3,pri_nee_int_4,pri_nee_int_5,pri_nee_int_6,pri_nee_int_7,pri_nee_int_8,pri_nee_int_9,soc_1,soc_2,soc_3,soc_4,soc_5,soc_6,soc_7,soc_8,itg_1,itg_2,itg_3,itg_4,itg_5,itg_6,itg_7,itg_8,itg_9,itg_10,itg_11,anx_1,anx_2,anx_3,anx_4,anx_5,anx_6,anx_7,anx_8,ria_1,ria_2,ria_3,ria_4,ria_5,ria_6,ria_7,ria_8,tra_1,tra_2,tra_3,tra_4,tra_5,tra_6,tra_7,tra_8
95,0,19,2,96391,5,5,5,7,5,3,3,5,3,3,1,2,3,3,1,4,2,5,3,5,5,5,3,5,5,2,5,3,2,5,2,3,6,6,2,2,2,3,2,6,3,5,2,5,2,3,2,5,3,3,6,2,6,3,5,6,5,5,5,5,5,5,5,4,5
96,0,19,NA,192301,4,5,6,6,3,6,5,3,6,5,2,1,2,2,1,6,5,7,4,4,4,6,5,3,5,6,5,3,4,2,1,1,5,5,2,3,2,5,6,7,6,5,6,3,2,4,5,2,6,6,5,5,5,3,4,5,3,6,6,6,6,6,5,2,6
97,1,19,1,2360,5,5,6,7,4,4,4,4,4,2,1,2,2,2,3,6,2,1,3,4,6,6,4,4,4,2,1,6,1,7,1,2,1,5,2,2,2,5,5,2,3,6,2,6,2,4,2,4,2,7,7,6,4,4,4,6,5,4,7,6,6,4,6,5,5
98,0,19,1,1780,5,6,6,6,7,6,7,7,7,7,5,5,7,3,3,3,5,5,4,5,5,5,2,7,2,7,5,7,2,7,2,5,3,4,2,3,3,3,3,6,6,3,5,3,5,3,5,4,5,5,6,6,5,6,3,4,6,3,5,5,6,4,5,3,5
99,1,19,1,1035,4,5,5,5,4,6,6,6,6,4,4,1,6,4,4,4,4,4,4,4,4,4,1,7,3,6,3,7,1,7,2,7,3,2,7,2,2,2,2,6,3,3,3,3,2,3,2,5,2,3,6,2,6,5,4,6,6,6,6,6,5,3,6,6,6
100,1,20,2,1460,5,4,6,7,2,6,5,4,2,2,2,4,2,5,4,7,3,6,5,7,3,2,2,5,4,2,5,5,3,7,4,3,4,3,1,2,2,6,2,4,6,2,4,3,5,4,6,5,6,7,6,6,3,3,5,7,4,7,7,6,5,5,7,6,6
101,1,19,2,890,2,5,7,7,2,2,2,2,2,2,2,2,2,5,2,1,2,1,2,6,4,2,2,7,5,7,1,7,1,7,1,3,7,1,1,1,1,1,6,7,6,6,2,2,1,2,1,1,5,7,2,5,2,7,2,3,2,6,6,3,2,6,6,3,6
102,0,19,1,2649,6,5,6,6,4,4,4,5,6,4,4,4,4,2,3,3,6,6,4,6,4,6,4,4,4,5,4,4,2,6,5,5,5,3,4,7,4,6,6,7,7,2,4,3,5,2,5,4,6,4,6,4,6,5,5,5,5,3,6,4,5,6,5,4,5
103,0,19,1,1499,3,3,6,5,2,2,2,2,2,5,2,2,2,5,2,3,5,5,2,5,2,3,1,7,2,7,1,7,1,7,3,6,3,2,2,3,2,4,2,6,2,3,2,4,1,2,6,2,6,5,6,6,3,5,3,6,6,3,6,5,4,4,5,3,4
104,1,21,4,1714,4,5,6,6,5,5,5,6,5,4,1,6,6,4,2,3,6,6,4,2,5,5,5,4,3,6,6,5,2,5,2,3,5,2,4,5,2,5,6,5,6,2,3,3,5,2,3,5,6,6,5,5,4,5,3,6,6,5,6,4,6,4,6,4,6
105,1,21,3,1236,4,4,6,5,6,7,6,7,5,1,7,2,7,1,6,5,3,2,2,5,3,5,2,5,5,5,2,2,2,6,2,2,5,5,3,4,4,6,4,7,5,7,2,7,3,4,3,7,1,5,5,3,5,5,3,7,5,2,7,6,7,4,5,3,5
106,0,18,2,1411,3,6,6,5,3,5,5,2,4,1,1,3,5,2,5,6,2,5,1,2,6,5,2,5,6,5,6,2,3,3,1,4,7,6,1,3,1,3,1,7,5,3,1,7,2,3,6,6,5,3,6,5,3,7,4,4,5,2,7,3,3,2,5,2,2
107,0,18,5,1040,4,4,7,6,4,4,4,4,4,4,3,4,3,1,2,2,5,6,2,4,3,4,2,6,3,6,4,6,2,6,2,4,4,6,5,5,4,2,2,6,5,1,6,1,4,1,6,3,6,5,7,5,6,4,4,2,6,5,5,7,5,5,3,6,7
108,1,19,3,1227,6,6,6,7,6,5,5,6,6,4,1,4,3,1,2,6,4,5,7,6,2,5,6,6,7,5,6,3,3,3,2,2,4,4,4,4,2,7,2,4,6,1,2,1,2,6,2,7,1,2,7,2,7,5,7,7,7,7,7,5,6,6,7,3,7
109,0,20,1,1319,2,3,6,6,3,6,3,6,6,3,3,3,3,2,4,4,2,4,2,4,2,2,3,4,3,4,2,3,2,4,2,4,4,3,1,2,4,4,5,4,6,3,3,3,5,5,5,6,4,4,5,5,6,5,5,7,5,5,6,6,6,4,5,3,6
110,0,18,1,1258,4,4,7,7,5,5,5,3,4,2,2,2,5,1,2,6,7,5,3,6,4,6,4,4,4,5,6,5,3,4,1,1,7,6,1,1,1,1,1,5,1,2,5,3,5,4,1,3,5,2,6,2,6,4,6,6,5,6,5,7,6,4,2,2,4
111,0,21,1,875,4,4,5,6,4,5,3,4,5,4,2,3,4,4,2,4,4,5,3,5,4,5,2,6,2,6,3,6,2,6,1,1,7,7,1,1,1,1,2,7,2,4,5,6,4,5,5,3,5,5,3,5,4,4,5,4,4,3,5,4,5,4,5,5,3
112,1,28,1,1560,5,5,6,7,5,5,4,5,7,3,2,3,5,3,1,6,5,2,3,6,3,5,4,4,4,5,5,4,2,4,2,2,4,4,3,2,2,2,2,7,6,3,2,3,2,5,4,3,3,5,6,3,6,3,3,6,5,5,6,5,5,3,2,3,6
113,0,19,2,590589,3,2,5,6,3,3,3,3,2,2,1,2,3,3,2,5,3,5,2,3,5,2,2,6,2,6,3,6,2,6,2,4,3,6,3,2,3,4,5,7,4,3,3,3,3,2,5,4,5,3,5,6,3,5,3,5,2,4,5,5,4,5,3,3,5
114,0,19,2,1250,4,4,5,6,3,2,3,4,2,2,2,4,4,5,2,6,3,3,5,5,4,4,4,3,4,4,4,5,2,5,2,2,7,6,2,1,2,3,5,5,5,4,2,4,3,4,5,4,3,6,5,5,3,5,3,6,5,4,6,3,5,5,4,4,2
115,1,18,1,1524,2,2,3,6,2,2,1,3,2,1,1,1,1,4,1,4,2,5,3,6,7,2,2,7,1,7,2,4,1,6,5,4,4,7,1,6,5,5,7,7,7,6,2,1,2,4,1,6,2,7,5,5,2,7,6,1,6,2,7,1,7,2,7,2,2
116,0,20,1,4436,5,6,6,7,4,6,6,5,2,1,2,7,5,4,1,6,5,3,6,6,2,5,3,4,5,6,5,4,2,3,1,1,7,7,1,1,3,1,1,1,2,2,2,4,3,2,5,2,5,3,5,2,5,7,7,6,6,4,6,4,4,4,5,5,5
117,1,20,2,2447,6,6,6,6,4,5,3,5,5,4,3,4,4,6,3,5,5,3,4,6,3,5,4,4,6,5,4,5,2,5,4,5,3,5,3,4,4,2,6,6,6,3,6,2,5,2,5,3,6,5,6,3,5,3,5,6,5,5,6,6,5,6,4,4,5
118,0,19,1,2255,6,6,6,6,4,6,6,4,6,5,3,6,6,2,6,5,6,5,5,5,3,5,3,6,3,6,3,4,2,5,3,2,5,4,2,2,4,5,5,5,5,3,5,3,5,3,5,3,5,4,5,5,5,4,5,6,5,3,6,3,6,3,6,4,5
119,0,19,5,7246,5,4,6,7,5,6,5,5,5,6,2,5,6,5,3,6,6,5,2,6,4,6,1,5,3,6,4,6,2,7,2,5,5,1,1,1,2,2,5,6,1,2,6,2,2,2,6,2,6,6,4,5,3,7,5,7,2,3,7,4,2,5,6,3,5
120,0,20,1,1438,3,5,5,7,6,6,5,6,6,5,5,4,6,4,2,3,6,6,2,5,6,5,5,5,5,3,4,6,2,6,3,3,4,3,3,3,5,5,6,6,6,2,5,2,5,2,6,2,6,6,6,6,5,5,3,5,7,3,6,5,5,5,7,2,5
121,0,20,1,1397,5,2,6,7,3,5,5,3,7,5,2,1,3,1,3,7,4,4,4,6,5,5,5,5,5,5,4,6,3,6,1,2,4,7,1,2,2,2,3,6,2,4,2,4,3,3,4,4,5,2,6,4,6,5,6,6,5,6,6,6,5,5,6,4,6
122,0,19,1,313,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,5,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4
123,0,20,1,847,7,6,7,7,7,7,7,7,6,3,6,4,4,2,4,7,5,4,2,4,2,3,7,5,4,6,6,7,3,6,5,5,5,5,5,5,5,5,5,5,5,3,2,2,5,3,5,4,7,4,6,5,5,7,2,6,5,5,6,6,6,6,3,3,5
124,1,20,1,1595,5,5,7,7,3,4,7,5,3,3,1,5,5,6,6,6,6,6,4,6,7,7,1,5,5,5,7,4,2,7,5,2,5,7,2,2,2,5,5,7,7,6,3,6,5,4,6,6,6,6,7,7,6,5,4,7,3,5,6,6,7,5,6,2,6
125,1,20,2,1177,5,4,7,7,2,2,3,2,2,2,2,2,2,1,1,4,5,3,5,6,4,5,2,6,4,6,2,6,2,5,2,3,3,4,3,2,3,2,2,3,3,7,5,6,6,6,7,2,7,7,4,7,3,7,7,6,4,5,7,6,6,4,6,5,2
126,1,21,1,342508,6,6,6,6,4,7,5,5,7,1,2,4,5,2,2,4,4,2,4,6,3,4,4,3,4,5,5,1,2,5,1,4,4,4,1,2,1,5,6,6,5,4,2,4,3,4,3,5,2,7,5,5,5,4,3,4,3,4,7,6,5,6,7,5,4
127,1,20,1,101191,6,4,6,6,6,6,6,5,6,6,5,6,6,5,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4,6,4,4,6,6,6,6,4,6,6,6,3,5,5,5,5,5,5,5,6,6,5,5,6,5,6,5,6,6,7,4,5,6,6,6
128,1,19,2,458,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
129,1,19,2,1387,7,7,7,7,6,5,6,4,6,4,3,3,7,2,6,6,6,6,6,5,4,6,5,6,5,7,6,6,1,7,4,4,7,4,1,5,6,2,4,7,6,2,7,1,7,3,7,3,6,5,5,6,7,5,7,6,6,6,6,5,7,5,7,6,5
130,1,20,1,1187,3,4,6,6,5,3,5,4,5,2,2,2,4,5,3,5,7,3,4,5,3,5,3,6,2,5,2,3,2,3,3,5,1,6,1,3,1,4,3,7,2,3,2,2,3,4,6,5,5,4,5,5,6,5,3,5,6,5,4,6,3,6,3,6,5
131,1,20,1,2420,5,6,7,6,2,3,4,1,5,2,2,3,5,2,1,5,3,3,2,5,2,5,5,5,2,6,2,7,1,6,1,1,7,7,1,1,1,1,1,1,1,4,3,5,3,4,4,6,5,4,5,2,6,3,3,6,6,2,6,2,5,6,5,3,6
132,0,20,2,2927,2,5,7,5,1,7,1,1,1,5,2,5,1,6,3,7,6,6,4,3,3,4,1,7,1,7,1,7,1,7,1,1,7,7,1,1,1,1,1,1,7,5,2,2,5,4,7,5,5,7,7,7,7,5,7,7,7,7,6,7,1,7,7,6,7
133,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1,19,2,934,5,4,5,6,4,4,4,4,4,4,2,3,4,2,2,5,2,4,4,5,4,4,4,5,5,6,6,6,2,5,4,3,1,3,5,4,5,4,6,7,6,4,2,3,4,2,5,4,3,5,4,5,5,4,3,4,3,5,5,6,5,5,5,6,5
136,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,5944,5,2,3,7,3,2,3,2,5,2,2,2,2,1,2,3,6,6,4,6,5,3,1,5,2,6,2,6,2,5,1,3,6,5,4,5,2,5,7,7,6,6,3,5,5,3,3,5,4,5,6,2,6,5,5,7,3,6,6,6,7,5,6,5,5
138,NA,NA,NA,6598,4,5,6,7,6,5,3,5,6,3,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,5,3,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,5,1,6,2,6,6,6,6,6,5,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA
139,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,NA,NA,NA,484,5,5,5,6,2,7,2,2,4,2,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,7,1,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,2,2,2,6,2,7,5,6,2,6,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA
141,NA,NA,NA,991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,6,5,6,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,6,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA
142,0,19,1,1847,5,4,5,5,4,6,4,6,6,4,4,4,4,4,5,4,4,5,5,4,5,5,4,5,4,5,3,4,3,5,2,4,3,3,4,3,4,3,3,4,3,3,3,3,4,4,5,4,2,4,5,5,5,4,5,6,4,3,5,5,3,5,5,4,3
143,0,18,1,1633,3,4,3,5,5,3,2,5,4,4,2,2,6,4,4,5,2,4,5,5,5,4,6,3,6,5,2,3,4,4,4,3,6,3,2,2,6,2,3,6,4,1,6,7,5,2,7,1,7,3,6,2,6,2,6,6,6,2,7,5,7,5,6,4,6
144,0,19,1,1397,5,3,5,6,4,3,4,3,2,3,2,4,5,2,2,6,2,2,2,6,2,6,5,3,4,5,3,4,5,2,2,2,2,4,2,2,4,2,6,6,6,1,2,2,6,1,6,2,6,6,6,4,6,2,6,7,5,3,5,4,6,4,2,4,5
145,0,18,2,1177,5,2,7,6,3,3,3,3,3,1,1,3,4,3,3,6,6,6,2,6,2,6,2,6,2,5,1,5,1,7,1,1,1,2,1,1,1,1,1,3,1,1,5,2,3,3,7,3,7,5,7,5,7,3,4,7,7,7,5,5,5,3,4,2,5
146,0,18,1,4084,4,4,4,5,4,2,4,5,4,3,2,4,5,4,4,4,5,4,5,5,4,5,1,4,1,1,4,NA,1,1,4,2,4,6,4,4,5,1,5,7,4,3,4,4,4,4,5,5,4,7,5,7,4,7,4,5,5,4,6,4,2,4,6,4,5
147,0,20,1,1318,5,6,6,7,3,5,5,5,5,4,1,3,5,2,5,6,5,2,4,7,5,6,5,3,5,3,5,4,2,6,2,2,3,2,1,4,4,7,7,7,7,4,2,4,2,4,3,7,2,4,6,5,6,3,6,5,6,3,5,4,6,3,3,3,5
148,0,19,2,439,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2,6,6,6,6,6,3,2,6,2,6,6,2,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,3,3,3,3,3,6,7,7,7,6,7,6,6,7
149,1,19,1,2393,6,7,6,6,6,7,7,7,6,2,2,2,6,6,6,7,6,6,4,6,1,6,2,5,6,6,6,6,2,6,1,1,1,7,1,1,2,4,1,2,2,2,1,6,6,6,7,7,2,4,7,2,6,2,4,7,7,6,6,6,2,6,6,6,6
150,0,22,1,1945,3,2,4,5,3,4,4,3,5,3,3,5,4,4,2,3,5,3,2,3,5,4,5,3,3,5,4,5,2,4,1,2,5,5,2,1,3,2,1,5,4,2,5,3,5,3,6,3,5,3,5,4,5,4,3,6,4,5,5,6,5,5,5,5,3
151,0,18,2,1290,2,4,5,6,4,4,4,3,4,2,2,2,4,2,2,5,5,6,3,5,4,4,4,4,4,6,4,5,3,3,2,2,6,6,2,2,1,1,2,6,6,2,5,2,3,3,6,2,6,5,4,5,3,5,3,5,3,5,6,6,5,3,4,2,6
152,0,19,1,1994,7,7,7,7,4,6,2,4,4,2,4,6,4,4,2,5,5,5,5,5,5,5,4,4,4,2,2,4,3,5,6,1,3,6,1,2,4,5,5,6,6,2,5,3,5,3,5,4,5,4,6,3,6,4,4,6,5,5,6,5,7,5,2,1,5
153,0,20,1,2077,3,5,4,5,1,2,1,1,1,1,1,1,1,3,1,2,3,5,2,2,2,3,2,3,2,3,3,7,1,5,2,1,4,3,2,3,3,2,4,7,4,3,3,5,3,3,5,4,4,2,4,4,3,5,3,5,5,3,6,4,3,4,6,3,6
154,0,22,1,1158,4,4,7,4,1,1,1,1,4,1,1,1,1,2,1,6,4,6,4,7,1,6,7,2,6,2,5,1,6,2,1,1,7,7,3,1,2,1,1,7,4,1,6,2,4,2,6,4,6,6,4,5,4,4,4,6,5,4,5,5,7,4,5,5,5
155,0,18,2,1716,5,3,4,7,3,2,2,1,2,1,1,1,2,2,1,6,2,5,4,5,3,4,5,5,3,6,3,5,2,6,1,2,4,7,1,2,2,4,5,5,5,3,6,2,4,5,6,2,4,3,5,3,5,4,6,3,6,4,6,5,3,4,7,2,2
156,0,19,1,3808,5,5,7,6,7,6,4,5,5,2,2,1,5,5,2,4,5,7,3,3,3,5,6,5,7,3,6,4,3,2,1,1,5,6,1,1,1,2,1,6,5,1,7,1,6,2,7,2,6,5,7,3,7,2,7,7,6,6,7,7,5,7,6,6,7
157,0,19,1,1290,4,5,5,6,1,2,4,1,5,1,1,1,2,2,1,6,6,2,5,6,3,3,6,2,2,6,2,3,2,2,5,2,3,6,1,2,4,2,3,2,2,3,5,3,5,3,6,3,6,5,5,5,3,5,3,6,6,3,6,5,6,3,6,5,5
158,1,22,2,638,6,5,5,6,3,5,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,3,2,4,2,5,2,4,2,4,5,4,5,2,4,3,4,5,6,7,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,5,5,6,4,6,4,5
159,0,20,2,1043,6,4,7,7,4,4,4,5,3,2,2,2,3,1,4,6,4,5,3,6,2,5,2,7,3,5,4,7,2,7,2,1,4,6,1,3,5,4,5,6,5,4,2,4,2,3,5,4,3,6,4,5,3,4,3,5,4,5,6,6,5,6,5,6,6
160,0,19,2,5469,4,3,5,5,5,2,2,3,2,2,1,2,1,2,2,6,5,6,5,6,3,5,3,5,3,6,3,4,2,6,4,5,5,6,1,1,6,5,1,6,4,2,6,2,5,4,6,2,5,6,6,2,6,5,5,6,6,5,7,6,5,4,5,2,5
161,1,19,2,1077,5,6,7,6,1,4,4,1,1,5,1,4,4,1,2,4,7,1,4,4,4,7,4,5,5,6,5,7,2,6,1,1,4,7,6,4,1,1,6,6,1,2,3,2,2,4,5,1,5,7,4,6,5,6,3,7,4,1,6,4,6,2,7,2,2
162,0,18,1,2185,7,4,7,7,5,5,5,5,2,5,2,3,7,2,2,6,7,6,4,7,2,7,6,1,4,1,4,4,6,1,2,3,5,3,2,4,4,6,6,6,6,1,2,2,7,1,7,3,6,4,5,3,5,3,5,5,5,6,3,5,2,6,2,6,6
163,0,21,1,1492,6,4,7,6,2,3,3,2,4,3,1,2,4,2,1,7,3,5,3,6,2,6,2,4,4,6,5,4,3,6,1,1,6,1,1,1,1,2,3,2,6,3,3,5,2,3,4,5,4,7,5,5,4,7,3,6,5,1,7,4,5,3,5,5,7
164,0,19,1,1248,5,6,6,7,5,5,4,7,4,3,2,6,6,1,2,7,6,5,6,6,2,7,4,3,5,4,2,4,5,2,2,2,4,3,5,2,2,2,2,5,2,3,4,3,4,5,5,4,5,7,6,3,5,4,6,4,6,5,4,6,5,4,4,2,6
165,0,18,1,5927,6,4,6,6,4,5,4,3,3,4,2,2,2,3,3,5,7,5,5,5,2,5,3,6,5,5,5,4,2,6,3,4,4,2,3,4,5,5,5,7,6,1,2,1,5,4,6,2,6,7,5,6,6,5,4,7,3,7,7,6,7,6,5,7,5
166,0,19,1,1292,3,2,6,7,1,2,2,1,2,1,1,2,1,2,2,5,4,6,1,3,2,2,4,5,3,5,2,6,3,5,4,2,2,2,1,3,2,4,6,7,6,6,3,5,1,3,3,4,2,4,6,5,4,3,4,5,6,5,4,5,7,6,2,3,6
167,0,18,5,110358,3,2,6,7,2,5,6,5,2,1,1,2,2,6,1,2,7,6,2,3,7,5,2,6,3,6,1,7,1,6,6,3,2,2,7,4,5,6,4,7,2,2,6,2,5,2,7,2,6,7,6,7,3,6,3,7,5,3,7,5,7,4,2,2,5
168,0,20,1,6685,4,4,6,7,4,5,5,4,6,4,1,2,5,4,3,6,6,6,4,6,6,5,6,4,4,6,4,4,2,7,1,1,7,7,1,1,1,1,6,6,1,3,5,3,4,4,5,4,5,7,4,6,4,6,2,2,4,4,5,4,4,4,7,4,7
169,0,20,1,1197,7,4,7,7,6,6,5,5,5,5,4,2,5,3,5,3,5,3,2,6,6,6,4,4,5,6,6,5,2,7,5,4,2,2,2,4,5,2,5,7,5,2,6,3,3,4,6,3,5,6,3,6,5,5,6,6,5,5,6,6,6,5,3,3,5
170,0,20,2,1144,4,5,6,4,3,2,2,2,4,3,2,3,2,2,2,6,5,6,2,5,2,2,2,6,3,6,2,4,2,5,2,2,2,7,3,6,2,2,2,7,6,2,3,3,3,3,3,3,4,5,6,5,5,3,4,5,5,4,6,6,6,5,5,3,5
171,0,20,1,1869,4,4,4,7,5,2,5,5,2,2,1,2,4,3,1,3,4,4,3,4,3,4,3,5,3,5,3,7,3,6,4,4,5,4,2,4,4,4,2,5,6,4,6,4,4,3,5,5,4,6,4,6,3,7,4,3,4,4,4,4,5,5,3,3,5
172,0,20,2,1756,4,2,6,6,4,4,4,3,2,2,1,2,2,2,2,4,5,6,3,4,3,5,4,4,4,3,5,6,4,3,1,5,5,4,4,4,5,1,1,6,1,2,4,4,4,2,5,4,5,4,7,3,6,4,5,7,6,5,6,6,5,5,4,5,7
173,0,18,1,3386,6,5,4,7,6,6,3,4,4,2,2,6,5,2,2,5,4,3,5,5,3,4,5,3,6,3,3,7,4,5,1,2,4,2,1,1,6,2,6,6,1,4,5,2,5,2,5,5,5,4,6,3,7,6,5,6,6,6,6,6,4,6,3,5,6
174,0,18,1,1094,4,3,6,6,3,4,4,5,4,4,2,2,3,4,2,4,5,5,3,4,4,4,2,6,2,6,2,6,3,6,5,4,3,3,5,5,4,4,5,3,3,5,3,4,3,2,4,5,2,6,2,5,2,6,2,2,2,5,6,4,5,3,5,3,3
175,0,20,1,1672,2,6,7,6,5,3,1,1,1,1,1,5,1,2,1,7,4,6,1,5,6,7,4,4,3,6,6,7,2,6,4,3,7,7,1,7,5,7,6,6,7,2,5,2,5,3,6,2,6,6,4,5,2,6,2,4,3,4,7,7,7,5,7,6,5
176,0,19,2,1061,6,5,6,5,4,4,4,4,4,4,4,2,4,5,5,5,4,5,4,4,4,5,5,2,3,6,5,2,5,1,4,4,5,5,3,5,4,4,3,3,5,3,7,3,3,4,6,3,5,5,5,3,4,3,4,7,5,6,6,5,5,3,6,2,4
177,0,19,1,1255,3,6,5,5,4,5,4,4,5,2,1,2,3,2,1,6,5,5,3,3,3,4,5,3,5,5,4,6,3,6,1,4,4,3,5,4,3,2,5,7,7,2,5,2,5,3,7,2,4,7,4,6,4,5,3,4,5,5,5,5,5,6,5,4,5
178,0,20,1,1363,7,7,7,7,6,7,4,2,4,5,1,1,1,2,7,5,5,2,6,7,3,6,3,5,3,7,3,3,1,4,2,1,2,1,1,1,1,7,1,7,7,1,1,1,7,1,7,1,7,2,4,6,4,7,3,6,4,4,7,2,7,4,7,2,3
179,0,19,4,1932,3,5,5,7,2,3,5,4,5,2,3,3,5,4,2,3,6,6,4,7,6,6,4,6,5,5,2,7,2,6,1,4,2,6,5,2,5,5,7,6,6,3,4,5,3,5,3,4,1,5,6,5,3,5,3,2,5,6,6,7,6,5,6,2,6
180,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,0,18,3,1097,3,4,3,5,6,3,4,3,7,1,2,3,4,4,1,4,6,6,3,6,5,4,4,4,4,3,4,4,3,4,2,2,4,6,2,4,6,2,6,6,6,3,2,4,2,4,6,5,3,5,5,4,5,4,4,5,5,4,7,5,5,4,4,4,5
182,0,20,2,443,3,3,2,3,4,3,3,3,3,3,3,4,4,4,3,3,4,3,3,3,4,3,5,4,5,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,2,2,2,3,2,3,2,2,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,3
183,0,18,1,1465,3,3,6,6,5,5,5,5,7,2,2,2,6,3,4,4,5,5,4,4,4,5,3,5,4,4,4,4,1,7,3,3,6,5,4,4,3,5,4,5,5,1,3,4,5,1,7,4,3,7,4,7,2,7,2,6,2,5,7,5,7,5,4,3,6
184,1,20,1,12533,6,3,6,7,5,6,5,2,4,4,5,5,7,5,3,3,5,2,7,7,6,7,3,5,2,7,3,4,1,7,1,3,5,6,3,3,2,5,1,6,7,2,4,2,6,2,6,2,7,5,6,6,3,6,3,3,6,5,5,5,3,5,5,6,6
185,0,19,5,17973,5,4,4,6,4,4,4,4,5,5,5,3,4,5,4,5,5,5,4,6,5,5,4,6,3,6,4,5,3,4,2,2,4,6,2,2,2,4,3,4,2,4,5,3,3,3,6,4,4,6,5,5,5,4,4,6,4,4,5,6,4,5,4,3,6
186,0,20,2,2769,2,4,7,6,6,4,4,1,4,1,1,4,4,1,1,6,2,7,4,5,6,6,2,5,1,2,1,4,3,7,1,1,4,7,1,1,2,2,1,7,4,6,5,2,2,4,2,6,6,6,7,6,5,6,4,5,3,5,7,5,7,5,6,4,3
